Airport Name,City,IATA Code,Country
Volos,Nea Anchialos National Airport,VOL,Greece
Zakynthos,Zakynthos International Airport,ZTH,Greece
Alghero,Fertilia Airport,AHO,Italy
Ancona,Ancona Airport,AOI,Italy
Bari,Palese Airport,BRI,Italy
Bergamo,Orio al Serio Airport,BGY,Italy
Bologna,Bologna Airport,BLQ,Italy
Brescia,Brescia Airport,VBS,Italy
Brindisi,Brindisi Airport,BDS,Italy
Cagliari,Cagliari Airport,CAG,Italy
Catania,Fontanarossa Airport,CTA,Italy
Cuneo,Cuneo Levaldigi Airport,CUF,Italy
Florence,Peretola Airport,FLR,Italy
Genoa,Cristoforo Colombo Airport,GOA,Italy
Lamezia,Lamezia Terme Airport,SUF,Italy
Milan,Linate Airport,LIN,Italy
Milan,Milan Malpensa Airport,MXP,Italy
Naples,Naples International Airport,NAP,Italy
Olbia,Costa Smeralda Airport,OLB,Italy
Palermo,Palermo Airport,PMO,Italy
Parma,Giuseppe Verdi Airport,PMF,Italy
Perugia,San Egidio Airport,PEG,Italy
Pescara,Abruzzo Airport,PSR,Italy
Pisa,Galileo Galilei Airport,PSA,Italy
Rimini,Federico Fellini Airport,RMI,Italy
Rome,Leonardo da Vinci–Fiumicino Airport,FCO,Italy
Rome,Rome Ciampino Airport,CIA,Italy
Trapani,Vincenzo Florio Airport,TPS,Italy
Trieste,Friuli Venezia Giulia Airport,TRS,Italy
Turin,Caselle Airport,TRN,Italy
Venice,Venice Marco Polo Airport,VCE,Italy
Verona,Verona Villafranca Airport,VRN,Italy
Ħal Luqa,Malta International Airport,MLA,Malta
Beja,Beja Airport,BYJ,Portugal
Faro,Faro Airport,FAO,Portugal
Funchal,Madeira Airport,FNC,Portugal
Porto Santo Island,Porto Santo Airport,PXO,Portugal
Lisbon,Lisbon Airport,LIS,Portugal
Porto,Francisco Sá Carneiro Airport,OPO,Portugal
Ponta Delgada,João Paulo II Airport,PDL,Portugal
Terceira Island,Lajes Airport,TER,Portugal
Ljubljana,Ljubljana Jože Pučnik Airport,LJU,Slovenia
Maribor,Maribor Edvard Rusjan Airport,MBX,Slovenia
Portorož,Portorož Airport,POW,Slovenia
A Coruña,A Coruña Airport,LCG,Spain
Alicante,Alicante–Elche Miguel Hernández Airport,ALC,Spain
Almería,Almería Airport,LEI,Spain
Asturias,Asturias Airport,OVD,Spain
Barcelona,Josep Tarradellas Barcelona–El Prat Airport,BCN,Spain
Bilbao,Bilbao Airport,BIO,Spain
Castellón de la Plana,Castellón–Costa Azahar Airport,CDT,Spain
Fuerteventura,Fuerteventura Airport,FUE,Spain
Girona,Girona-Costa Brava Airport,GRO,Spain
Gran Canaria,Gran Canaria Airport,LPA,Spain
Granada,Federico García Lorca Granada Airport,GRX,Spain
Huesca,Huesca-Pirineos Airport,HSK,Spain
Ibiza,Ibiza Airport,IBZ,Spain
Jerez de la Frontera,Jerez Airport,XRY,Spain
La Palma,La Palma Airport,SPC,Spain
Lanzarote,Lanzarote Airport,ACE,Spain
Lleida,Alguaire Airport,ILD,Spain
Madrid,Madrid-Barajas Airport,MAD,Spain
Málaga,Málaga Airport,AGP,Spain
Menorca,Menorca Airport,MAH,Spain
Murcia,Región de Murcia International Airport,RMU,Spain
Palma de Mallorca,Palma de Mallorca Airport,PMI,Spain
Pamplona,Pamplona Airport,PNA,Spain
Reus,Reus Airport,REU,Spain
Santander,Santander Airport,SDR,Spain
Santiago de Compostela,Santiago de Compostela Airport,SCQ,Spain
Seville,Seville Airport,SVQ,Spain
Tenerife,Tenerife North–Ciudad de La Laguna Airport,TFN,Spain
Tenerife,Tenerife South Airport,TFS,Spain
Valencia,Valencia Airport,VLC,Spain
Valladolid,Valladolid Airport,VLL,Spain
Vigo,Vigo–Peinador Airport,VGO,Spain
Vitoria-Gasteiz,Vitoria Airport,VIT,Spain
Zaragoza,Zaragoza Airport,ZAZ,Spain
Tirana,Tirana International Airport Nënë Tereza,TIA,Albania
Kukes,Kukës International Airport Zayed,KFZ,Albania
Yerevan,Zvartnots International Airport,EVN,Armenia
Gyumri,Shirak Airport,LWN,Armenia
Baku,Heydar Aliyev International Airport,GYD,Azerbaijan
Ganja,Ganja International Airport,KVD,Azerbaijan
Nakhchivan,Nakhchivan Airport,NAJ,Azerbaijan
Qabala,Qabala International Airport,GBB,Azerbaijan
Lankaran,Lankaran International Airport,LLK,Azerbaijan
Zaqatala,Zaqatala International Airport,ZTU,Azerbaijan
Grodno,Hrodna Airport,GNA,Belarus
Gomel,Gomel Airport,GME,Belarus
Minsk,Minsk International Airport,MSQ,Belarus
Banja Luka,Banja Luka International Airport,BNX,Bosnia and Herzegovina
Sarajevo,Sarajevo International Airport,SJJ,Bosnia and Herzegovina
Tuzla,Tuzla International Airport,TZL,Bosnia and Herzegovina
Mostar,Mostar International Airport,OMO,Bosnia and Herzegovina
Burgas,Burgas Airport,BOJ,Bulgaria
Plovdiv,Plovdiv Airport,PDV,Bulgaria
Sofia,Sofia Airport,SOF,Bulgaria
Varna,Varna Airport,VAR,Bulgaria
Batumi,Batumi International Airport,BUS,Georgia
Kutaisi,Kutaisi International Airport,KUT,Georgia
Sokhumi,Sukhumi Babushara Airport,SUI,Georgia
Tbilisi,Tbilisi International Airport,TBS,Georgia
Pristina,Pristina International Airport,PRN,Kosovo
Chişinău,Chișinău International Airport,KIV,Moldova
Arad,Arad International Airport,ARW,Romania
Bacau,George Enescu International Airport,BCM,Romania
Baia Mare,Maramureș Airport,BAY,Romania
Brașov,Brașov-Ghimbav International Airport,GHV,Romania
Bucharest,Henri Coandă International Airport,OTP,Romania
Bucharest,Aurel Vlaicu International Airport,BBU,Romania
Cluj-Napoca,Cluj-Napoca International Airport,CLJ,Romania
Constanța,Mihail Kogălniceanu International Airport,CND,Romania
Craiova,Craiova International Airport,CRA,Romania
Iași,Iași International Airport,IAS,Romania
Oradea,Oradea International Airport,OMR,Romania
Satu Mare,Satu Mare International Airport,SUJ,Romania
Sibiu,Sibiu International Airport,SBZ,Romania
Suceava,Suceava International Airport,SCV,Romania
Târgu Mureș,Târgu Mureș International Airport,TGM,Romania
Timișoara,Timișoara Traian Vuia International Airport,TSR,Romania
Podgorica,Podgorica Airport,TGD,Montenegro
Tivat,Tivat Airport,TIV,Montenegro
Ohrid,Ohrid St. Paul the Apostle Airport,OHD,North Macedonia
Skopje,Skopje International Airport,SKP,North Macedonia
Abakan,Abakan International Airport,ABA,Russia
Anadyr,Ugolny Airport,DYR,Russia
Anapa,Anapa Airport,AAQ,Russia
Arkhangelsk,Talagi Airport,ARH,Russia
Astrakhan,Narimanovo Airport,ASF,Russia
Barnaul,Barnaul Airport,BAX,Russia
Belgorod,Belgorod International Airport,EGO,Russia
Blagoveshchensk,Ignatyevo Airport,BQS,Russia
Bratsk,Bratsk Airport,BTK,Russia
Bryansk,Bryansk International Airport,BZK,Russia
Cheboksary,Cheboksary International Airport,CSY,Russia
Chelyabinsk,Chelyabinsk Airport,CEK,Russia
Cherepovets,Cherepovets Airport,CEE,Russia
Chita,Chita-Kadala International Airport,HTA,Russia
Elista,Elista Airport,ESL,Russia
Irkutsk,Irkutsk Airport,IKT,Russia
Grozny,Grozny Airport,GRV,Russia
Kaliningrad,Khrabrovo Airport,KGD,Russia
Kazan,Kazan Airport,KZN,Russia
Khabarovsk,Khabarovsk Novy Airport,KHV,Russia
Komsomolsk-on-Amur,Komsomolsk-on-Amur Airport,KXK,Russia
Krasnodar,Pashkovsky Airport,KRR,Russia
Krasnoyarsk,Yemelyanovo International Airport,KJA,Russia
Kursk,Kursk Vostochny Airport,URS,Russia
Magadan,Sokol Airport,GDX,Russia
Magnitogorsk,Magnitogorsk International Airport,MQF,Russia
Makhachkala,Uytash Airport,MCX,Russia
Mineralnye Vody,Mineralnye Vody Airport,MRV,Russia
Moscow,Domodedovo International Airport,DME,Russia
Moscow,Zhukovsky International Airport,ZIA,Russia
Moscow,Sheremetyevo International Airport,SVO,Russia
Moscow,Vnukovo Airport,VKO,Russia
Murmansk,Murmansk Airport,MMK,Russia
Nalchik,Nalchik Airport,NAL,Russia
Nizhnevartovsk,Nizhnevartovsk Airport,NJC,Russia
Nizhnekamsk,Begishevo Airport,NBC,Russia
Nizhny Novgorod,Strigino Airport,GOJ,Russia
Novokuznetsk,Spichenkovo Airport,NOZ,Russia
Novosibirsk,Tolmachevo Airport,OVB,Russia
Omsk,Omsk Tsentralny Airport,OMS,Russia
Orenburg,Orenburg Tsentralny Airport,REN,Russia
Orsk,Orsk Airport,OSW,Russia
Perm,Perm International Airport,PEE,Russia
Petrozavodsk,Petrozavodsk Airport,PES,Russia
Provideniya,Provideniya Bay Airport,PVS,Russia
Petropavlovsk-Kamchatsky,Yelizovo Airport,PKC,Russia
Pskov,Pskov Airport,PKV,Russia
Rostov-on-Don,Platov International Airport,ROV,Russia
Saint Petersburg,Pulkovo Airport,LED,Russia
Samara,Samara Kurumoch Airport,KUF,Russia
Saratov,Saratov Gagarin Airport,GSV,Russia
Sochi,Sochi International Airport,AER,Russia
Stavropol,Stavropol Shpakovskoye Airport,STW,Russia
Surgut,Surgut International Airport,SGC,Russia
Syktyvkar,Syktyvkar Airport,SCW,Russia
Tomsk,Bogashevo Airport,TOF,Russia
Tyumen,Roshchino International Airport,TJM,Russia
Ulan-Ude,Baikal International Airport,UUD,Russia
Ulyanovsk,Ulyanovsk Baratayevka Airport,ULV,Russia
Ufa,Ufa International Airport,UFA,Russia
Vladivostok,Vladivostok International Airport,VVO,Russia
Vladikavkaz,Beslan Airport,OGZ,Russia
Volgograd,Volgograd International Airport,VOG,Russia
Voronezh,Voronezh International Airport,VOZ,Russia
Yakutsk,Yakutsk Airport,YKS,Russia
Yaroslavl,Tunoshna Airport,IAR,Russia
Yekaterinburg,Koltsovo International Airport,SVX,Russia
Yuzhno-Sakhalinsk,Yuzhno-Sakhalinsk Airport,UUS,Russia
Belgrade,Belgrade Nikola Tesla Airport,BEG,Serbia
Niš,Niš Constantine the Great Airport,INI,Serbia
Kraljevo,Morava Airport,KVO,Serbia
Adana,Şakirpaşa Airport,ADA,Turkey
Alanya,Gazipaşa Airport,GZP,Turkey
Ankara,Esenboğa International Airport,ESB,Turkey
Antalya,Antalya Airport,AYT,Turkey
Bodrum,Milas–Bodrum Airport,BJV,Turkey
Bursa,Yenişehir Airport,YEI,Turkey
Dalaman,Dalaman Airport,DLM,Turkey
Denizli,Denizli Çardak Airport,DNZ,Turkey
Diyarbakır,Diyarbakır Airport,DIY,Turkey
Elazığ,Elazığ Airport,EZS,Turkey
Gaziantep,Oğuzeli Airport,GZT,Turkey
Istanbul,Istanbul Airport,IST,Turkey
Istanbul,Sabiha Gökçen International Airport,SAW,Turkey
İzmir,Adnan Menderes Airport,ADB,Turkey
Kayseri,Erkilet Airport,ASR,Turkey
Konya,Konya Airport,KYA,Turkey
Kütahya,Zafer Airport,KZR,Turkey
Malatya,Erhaç Airport,MLX,Turkey
Nevşehir,Kapadokya Airport,NAV,Turkey
Samsun,Samsun-Çarşamba Airport,SZF,Turkey
Trabzon,Trabzon Airport,TZX,Turkey
Zonguldak,Zonguldak Airport,ONQ,Turkey
Chernivtsi,Chernivtsi International Airport,CWC,Ukraine
Ivano-Frankivsk,Ivano-Frankivsk International Airport,IFO,Ukraine
Kharkiv,Kharkiv International Airport,HRK,Ukraine
Kryvyi Rih,Kryvyi Rih International Airport,KWG,Ukraine
Kyiv,Boryspil International Airport,KBP,Ukraine
Kyiv,Kyiv International Airport,IEV,Ukraine
Lviv,Lviv Danylo Halytskyi International Airport,LWO,Ukraine
Mykolaiv,Mykolaiv International Airport,NLV,Ukraine
Odesa,Odesa International Airport,ODS,Ukraine
Poltava,Poltava Airport,PLV,Ukraine
Simferopol,Simferopol International Airport,SIP,Ukraine
Uzhhorod,Uzhhorod International Airport,UDJ,Ukraine
Zaporizhzhia,Zaporizhzhia International Airport,OZH,Ukraine
Aalborg,Aalborg Airport,AAL,Denmark
Aarhus,Aarhus Airport,AAR,Denmark
Billund,Billund Airport,BLL,Denmark
Copenhagen,Copenhagen Airport,CPH,Denmark
Tallinn,Lennart Meri Tallinn Airport,TLL,Estonia
Tartu,Tartu Airport,TAY,Estonia
Pärnu,Pärnu Airport,EPU,Estonia
Vágar,Vágar Airport,FAE,Faroe Islands
Åland,Mariehamn Airport,MHQ,Finland
Helsinki,Helsinki-Vantaa Airport,HEL,Finland
Kittilä,Kittilä Airport,KTT,Finland
Kuopio,Kuopio Airport,KUO,Finland
Kuusamo,Kuusamo Airport,KAO,Finland
Lappeenranta,Lappeenranta Airport,LPP,Finland
Oulu,Oulu Airport,OUL,Finland
Rovaniemi,Rovaniemi Airport,RVN,Finland
Savonlinna,Savonlinna Airport,SVL,Finland
Tampere,Tampere–Pirkkala Airport,TMP,Finland
Turku,Turku Airport,TKU,Finland
Vaasa,Vaasa Airport,VAA,Finland
Akureyri,Akureyri Airport,AEY,Iceland
Egilsstaðir,Egilsstaðir Airport,EGS,Iceland
Reykjavík,Keflavik International Airport,KEF,Iceland
Reykjavík,Reykjavík Airport,RKV,Iceland
Riga,Riga International Airport,RIX,Latvia
Ventspils,Ventspils International Airport,VNT,Latvia
Kaunas,Kaunas Airport,KUN,Lithuania
Palanga,Palanga International Airport,PLQ,Lithuania
Šiauliai,Šiauliai International Airport,SQQ,Lithuania
Vilnius,Vilnius Airport,VNO,Lithuania
Ålesund,Ålesund Airport,AES,Norway
Bergen,Bergen Airport,BGO,Norway
Bodø,Bodø Airport,BOO,Norway
Haugesund,Haugesund Airport,HAU,Norway
Kristiansand,"Kristiansand Airport, Kjevik",KRS,Norway
Kristiansund,"Kristiansund Airport, Kvernberget",KSU,Norway
Oslo,"Oslo Airport, Gardermoen",OSL,Norway
Oslo,"Sandefjord Airport, Torp",TRF,Norway
Stavanger,Stavanger Airport,SVG,Norway
Tromsø,Tromsø Airport,TOS,Norway
Trondheim,Trondheim Airport,TRD,Norway
Gothenburg,Göteborg Landvetter Airport,GOT,Sweden
Luleå,Luleå Airport,LLA,Sweden
Malmö,Malmö Airport,MMX,Sweden
Norrköping,Norrköping Airport,NRK,Sweden
Östersund,Åre Östersund Airport,OSD,Sweden
Stockholm,Stockholm Arlanda Airport,ARN,Sweden
Stockholm,Stockholm Bromma Airport,BMA,Sweden
Stockholm,Stockholm Skavsta Airport,NYO,Sweden
Stockholm,Stockholm Västerås Airport,VST,Sweden
Sundsvall,Sundsvall–Timrå Airport,SDL,Sweden
Umeå,Umeå Airport,UME,Sweden
Växjö,Växjö Airport,VXO,Sweden
Visby,Visby Airport,VBY,Sweden
